ID,Title,Rank,Score,ScoredBy,Popularity,Members,Favorites,Season,Episodes
6023,Nogizaka Haruka no Himitsu: Purezza,2714,7.26,32249,1671,57434,93,119,12
1744,Wagamama☆Fairy Mirumo de Pon!,2087,7.41,4749,3870,12418,117,89,172
18119,Servant x Service,1030,7.75,63495,760,140615,561,134,13
209,R.O.D: The TV,1471,7.59,23546,1679,57094,407,95,26
22199,Akame ga Kill!,1008,7.75,588987,22,976176,17811,138,24
2030,El Cazador de la Bruja,2621,7.28,13672,2088,41048,231,109,26
21353,Tokyo ESP,5514,6.62,56207,825,131297,171,138,12
296,Dragon Drive,4535,6.81,7202,3272,18185,48,90,38
668,Koi Koi 7,8682,5.87,4486,3826,12830,18,101,13
236,E's Otherwise,5138,6.69,5734,3728,13725,28,93,26
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6667,6.38,52954,940,115747,135,136,12
21167,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,6064,6.5,18363,1844,49968,66,137,12
3670,Kikou Souseiki Mospeada,2966,7.2,2452,5158,6239,39,15,25
2158,Terra e... (TV),611,7.98,14950,1899,48093,879,109,24
35672,Yama no Susume: Third Season,1378,7.62,4514,3807,13038,35,154,13
593,Mugen no Ryvius,1641,7.53,9276,2407,32361,280,79,26
345,Eikoku Koi Monogatari Emma,1067,7.73,11770,2257,36357,234,101,12
877,Nana,116,8.47,122851,306,309137,13787,105,47
31080,Anne Happy♪,3543,7.06,22600,1737,54432,230,145,12
5832,Tiger Mask Nisei,2182,7.39,1814,6240,3894,12,5,33
14345,Btooom!,1624,7.53,319696,99,550519,3200,131,12
495,Bakuretsu Hunters,4677,6.78,4919,3605,14912,35,63,26
37614,Hitoribocchi no Marumaru Seikatsu,1249,7.66,33998,1216,85922,537,157,12
284,Area 88 (TV),3462,7.08,3972,4194,10338,55,96,12
21639,Yu☆Gi☆Oh! Arc-V,3458,7.09,12176,2337,34068,1141,137,148
35629,Skirt no Naka wa Kedamono Deshita.,9900,5.45,12561,2303,34943,98,150,12
3615,Neo Angelique Abyss,4000,6.95,11614,2515,29878,125,113,13
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,851,7.84,98161,527,197611,1009,146,13
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",752,7.88,191446,294,317557,1463,144,12
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",821,7.85,258705,140,466523,4587,142,12
101,Air,2144,7.39,124044,417,233515,2616,100,12
1483,Master Keaton,1226,7.67,3148,3572,15370,89,75,24
2031,Shining Tears X Wind,5649,6.59,10424,2577,28610,69,109,13
32995,Yuri!!! on Ice,444,8.11,208386,233,362642,13074,147,12
100,Shin Shirayuki-hime Densetsu Prétear,2646,7.28,22320,1916,47588,430,85,13
1082,Hikari to Mizu no Daphne,4542,6.81,3598,4061,11183,24,96,24
30705,Makura no Danshi,10989,4.69,13099,2624,27649,40,142,12
17821,Stella Jogakuin Koutou-ka C³-bu,5754,6.57,17778,1956,45800,71,134,13
2363,Pokemon Housoukyoku,4062,6.93,10411,3088,20311,45,92,16
37302,Kemurikusa (TV),3007,7.19,4888,3415,16736,97,156,12
11837,Zetman,3976,6.96,45409,1100,95758,231,129,13
30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,1166,7.7,3886,4135,10684,72,143,13
8,Bouken Ou Beet,3672,7.03,5025,3912,12167,15,99,52
34800,Action Heroine Cheer Fruits,5712,6.57,2734,4227,10121,14,150,12
7674,Bakuman.,243,8.29,193479,195,395073,7749,123,25
1538,Pumpkin Scissors,2935,7.21,12942,2418,31934,106,107,24
37202,Radiant,4261,6.88,20167,1306,80725,205,155,21
31680,Super Lovers,1959,7.44,37083,1401,73728,895,145,10
4038,Zettai Karen Children,2136,7.4,8617,2295,35004,103,113,51
3576,Kodai Ouja Kyouryuu King,7763,6.14,5264,4296,9782,31,108,49
34009,To Be Hero,3659,7.04,18110,2100,40720,114,147,12
3012,Gekitou! Crush Gear Turbo,4197,6.89,2211,6033,4219,28,87,68
32454,Usakame,8819,5.83,4099,4441,8996,5,145,12
273,Mahoutsukai ni Taisetsu na Koto,4602,6.8,5662,3125,19957,33,92,12
3673,Nijuu Mensou no Musume,1402,7.61,9493,2628,27624,164,113,22
6979,Shukufuku no Campanella,6742,6.36,9135,2744,25208,21,122,12
15489,Yu☆Gi☆Oh! Zexal Second,3857,6.99,9281,3073,20551,134,131,73
1735,Naruto: Shippuuden,315,8.2,515480,19,1008864,55661,108,500
14967,Boku wa Tomodachi ga Sukunai Next,1623,7.53,211273,262,342745,1076,132,12
37993,Watashi ni Tenshi ga Maiorita!,1684,7.52,27407,1413,72833,449,156,12
33255,Saiki Kusuo no Ψ-nan,91,8.53,129031,338,278863,6928,146,120
14283,Vividred Operation,6055,6.51,22185,1693,56433,108,132,12
600,Legend of Duo,10676,5.01,3804,4400,9212,10,101,12
1816,Sonic X,6006,6.52,24672,2013,43730,345,93,78
9379,Denpa Onna to Seishun Otoko,2772,7.24,94597,471,217124,947,125,12
32094,Reikenzan: Hoshikuzu-tachi no Utage,2938,7.21,24386,1564,62609,156,144,12
4066,Tytania,4355,6.86,5850,3464,16248,33,115,26
5734,Tayutama: Kiss on My Deity,4434,6.84,24672,1711,55650,105,117,12
10030,Bakuman. 2nd Season,125,8.45,142475,408,238339,1223,127,25
31456,Code:Realize - Sousei no Himegimi,4984,6.72,13530,1749,54129,215,151,12
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,1861,7.46,78306,854,127668,153,141,13
534,Slayers,873,7.83,46326,1051,101958,1830,61,26
34547,Shoukoku no Altair,1519,7.57,12965,1874,48817,214,150,24
13585,Natsuyuki Rendezvous,2480,7.32,25066,1674,57432,212,130,11
34825,Keppeki Danshi! Aoyama-kun,3565,7.06,31526,1359,76142,162,150,12
30694,Dragon Ball Super,1279,7.65,169633,248,351772,6117,142,131
2787,Shakugan no Shana II (Second),1179,7.69,136145,393,242259,1111,111,24
35076,Juuni Taisen,5399,6.64,84926,583,179737,381,151,12
30567,Teekyuu 5,4668,6.79,7601,3698,14051,13,142,12
34467,Yami Shibai 4,9161,5.72,7795,3542,15628,7,148,13
337,Psychic Academy,7029,6.3,3905,4391,9208,8,89,24
6645,Chu-Bra!!,7112,6.28,17556,2133,39767,53,120,12
8311,Tegamibachi Reverse,856,7.84,20734,1915,47636,207,123,25
18671,Chuunibyou demo Koi ga Shitai! Ren,1416,7.6,216710,223,372771,1591,136,12
7334,Bakugan Battle Brawlers: Gundalian Invaders,6887,6.33,12968,2918,22967,43,121,39
28497,Rokka no Yuusha,1844,7.47,207325,204,391401,2003,142,12
21185,Baby Steps,677,7.92,50377,1069,99387,716,137,25
19647,Hajime no Ippo: Rising,59,8.63,74044,817,132266,800,135,25
37926,Nakanohito Genome [Jikkyouchuu],3885,6.98,11813,1935,46873,267,158,12
13231,Metal Fight Beyblade Zero G,6738,6.36,2972,4963,6790,13,129,38
958,HeatGuy J,2698,7.26,5012,3709,13960,59,91,25
13663,To LOVE-Ru Darkness,1292,7.65,122052,440,226836,1815,131,12
469,Karin,2743,7.25,71062,782,136975,825,103,24
34915,The iDOLM@STER SideM,2267,7.37,3918,3700,14011,120,151,13
1915,Mahou Shoujo Lyrical Nanoha StrikerS,1173,7.69,21174,2010,43674,589,109,26
3701,Kaiba,367,8.17,27414,1136,92490,2502,113,12
15689,Nekomonogatari: Kuro,540,8.03,194717,292,318934,888,131,4
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,1886,7.46,214427,183,406131,2457,142,12
35248,18if,7101,6.28,12413,2154,39336,70,150,13
3493,Ryuusei no Rockman Tribe,3575,7.06,2162,5683,4900,23,111,21
35983,Harukana Receive,4415,6.84,21609,1592,61561,94,154,12
245,Great Teacher Onizuka,38,8.72,219311,161,439708,16463,78,43
9513,Beelzebub,564,8.01,160157,232,363811,4347,124,60
538,Shin Tenchi Muyou!,4034,6.94,14272,2606,28001,99,69,26
16518,Arata Kangatari,5610,6.59,24904,1757,53856,59,133,12
1571,Ghost Hunt,753,7.88,75278,620,169696,2763,107,25
15125,Teekyuu,5317,6.66,20373,1882,48520,180,131,12
8536,Fortune Arterial: Akai Yakusoku,4573,6.8,49908,1137,92410,491,123,12
19315,Pupa,11221,3.63,62063,888,122623,161,136,12
7661,Giant Killing,1300,7.64,25803,1823,50927,312,121,26
35313,Kemono Friends 2,8379,5.96,3003,4121,10771,39,156,12
1606,Kekkaishi,1192,7.68,36832,1287,81659,543,107,52
1972,Meitantei Holmes,1990,7.43,2241,4950,6884,46,19,26
21681,Hanayamata,2200,7.38,28858,1284,81969,330,138,12
298,.hack//Tasogare no Udewa Densetsu,5225,6.67,29384,1694,56394,164,92,12
11111,Another,1170,7.69,553182,32,922431,13013,128,12
28999,Charlotte,713,7.9,414389,66,700696,12791,142,13
10810,Pucca 2,5814,6.55,2335,5883,4466,4,113,13
370,Burn Up Excess,5367,6.64,3371,4607,8201,19,72,13
8407,Sora no Otoshimono: Forte,1181,7.69,125724,485,212930,951,123,12
39198,Kanata no Astra,263,8.28,33075,1184,88015,908,158,12
33462,Bernard-jou Iwaku.,8239,6.01,6875,3424,16652,19,147,12
157,Mahou Sensei Negima!,3570,7.06,49071,1004,107083,583,100,26
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,1954,7.44,5254,3415,16625,65,140,13
32878,ēlDLIVE,7261,6.25,12109,2221,37471,48,148,12
5712,Tanoshii Muumin Ikka Bouken Nikki,1545,7.56,1901,6134,4065,13,47,26
19151,Walkure Romanze,6146,6.49,35530,1151,90281,112,135,12
149,Loveless,3604,7.05,53952,1003,107475,1610,101,12
1858,Gakuen Utopia Manabi Straight!,2466,7.32,8694,2783,24909,93,108,12
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,1119,7.72,8892,2653,27161,129,151,6
28883,Hidan no Aria AA,6806,6.35,25023,1504,67085,74,143,12
9181,Motto To LOVE-Ru,1840,7.47,122668,497,210580,860,123,12
120,Fruits Basket,970,7.77,185851,271,334857,8393,86,26
19111,Love Live! School Idol Project 2nd Season,670,7.93,94991,632,166089,2661,137,13
6045,Kimi ni Todoke,448,8.1,245888,125,495645,8993,119,25
34012,Isekai Shokudou,2114,7.4,50144,927,117445,327,150,12
3053,Ganbare! Kickers,4237,6.88,4210,5040,6611,30,27,23
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,2019,7.42,68179,391,242563,1560,158,12
37320,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,9972,5.42,3873,3679,14225,89,153,13
550,Yu☆Gi☆Oh!,2615,7.29,78934,764,139959,890,73,27
4080,Kyou kara Maou! 3rd Series,720,7.9,9738,2768,25126,134,113,39
20541,Mikakunin de Shinkoukei,1673,7.52,111032,419,232661,902,136,12
6773,Shakugan no Shana III (Final),1319,7.64,87796,578,180915,1109,127,24
15109,Cuticle Tantei Inaba,2195,7.38,26240,1411,72798,359,132,12
33836,Seiren,6670,6.38,46952,878,124136,301,148,12
32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,6283,6.45,5902,3458,16301,14,146,12
3297,Aria The Origination,98,8.51,20653,1273,82614,3246,112,13
38483,Ore wo Suki nano wa Omae dake ka yo,1230,7.67,5782,1917,47985,164,159,12
31537,Manaria Friends,5047,6.71,14974,1443,70715,172,156,10
34494,Sakura Quest,1845,7.47,28561,1058,101079,367,149,25
132,GetBackers,1216,7.67,39881,1115,94342,872,91,49
551,Grappler Baki: Saidai Tournament-hen,1756,7.49,16638,2516,29877,153,86,24
32983,Natsume Yuujinchou Go,65,8.62,40770,1036,103506,564,147,11
909,Geneshaft,6445,6.42,4365,4121,10778,13,85,13
30382,Aquarion Logos,8857,5.81,4117,3358,17272,21,142,26
178,Ultra Maniac,2767,7.25,10298,2793,24731,129,93,26
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,2897,7.22,183662,311,299527,1167,133,13
4654,Toaru Majutsu no Index,1527,7.57,236548,121,503733,4620,115,24
2246,Mononoke,149,8.41,44463,692,155522,4343,110,12
34177,Tenshi no 3P!,4819,6.76,14054,2094,40723,60,150,12
445,Tales of Eternia The Animation,7187,6.27,5331,3700,14028,10,84,13
1991,Juusou Kikou Dancougar Nova,8247,6.01,1516,5959,4368,6,108,12
33253,Ajin 2nd Season,877,7.82,94892,609,171868,440,147,13
712,Zoids Genesis,2454,7.33,4926,3885,12411,35,101,50
292,Dear Boys,4044,6.93,7613,3443,16465,45,93,26
301,Cinderella Boy,6792,6.35,1961,5695,4868,5,94,13
103,Akazukin Chacha,1852,7.46,3360,4187,10366,75,56,74
33299,Magic-Kyun! Renaissance,2713,7.26,10201,2583,28496,165,147,13
2970,Night Wizard,4920,6.74,12654,2433,31653,57,111,13
764,Zoids Shinseiki/Zero,2052,7.42,11948,3017,21344,133,84,26
31821,Arslan Senki (TV): Fuujin Ranbu,1442,7.59,52523,1078,97861,165,146,8
38262,Pingu in the City (2018),709,7.91,2262,4857,7170,114,155,26
31994,Yami Shibai 3,6966,6.32,11999,2977,21907,26,144,13
161,Peace Maker Kurogane,2215,7.38,18719,1971,45282,303,95,24
31440,Teekyuu 6,5101,6.7,6649,3883,12309,12,143,12
554,Koutetsu Tenshi Kurumi,4370,6.85,8218,3174,19237,64,79,24
29095,Grisaia no Rakuen,580,8,126163,420,232422,1708,141,10
33021,Ragnastrike Angels,11116,4.38,3696,4260,9923,11,145,12
34599,Made in Abyss,25,8.84,285707,101,545254,20574,150,13
3092,Junjou Romantica,702,7.91,95174,641,164597,4923,113,12
33203,Fukumenkei Noise,3226,7.14,24999,1511,66783,444,149,12
39030,Hataage! Kemono Michi,2887,7.22,4001,2406,32424,42,159,12
34966,Jigoku Shoujo: Yoi no Togi,5527,6.61,10925,2245,36608,141,150,6
32601,12-sai.: Chicchana Mune no Tokimeki,5857,6.54,9179,2987,21719,41,145,12
6114,Rainbow: Nisha Rokubou no Shichinin,83,8.55,94216,401,240464,6143,121,26
28833,Chain Chronicle: Haecceitas no Hikari,4574,6.8,22510,1412,72675,145,148,12
28819,Okusama ga Seitokaichou!,4656,6.79,87029,614,170355,290,142,12
16894,Kuroko no Basket 2nd Season,134,8.44,271444,165,433189,3899,135,25
1524,Fuujin Monogatari,2587,7.29,2796,3906,12221,71,99,13
21273,Gochuumon wa Usagi Desu ka?,1476,7.58,56575,720,149304,1678,137,12
1397,Macross 7,3012,7.19,8082,3020,21339,167,59,49
186,Initial D Second Stage,367,8.17,59657,1106,95548,443,79,13
286,B'T X,3214,7.14,3681,4615,8147,46,65,25
383,Galaxy Angel,3430,7.09,8591,3003,21589,170,85,24
16918,Gin no Saji,395,8.14,87567,554,188234,2045,134,11
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,483,8.07,3405,1867,49369,206,159,21
31716,Rewrite,4617,6.8,58130,749,143209,513,146,13
11021,Muv-Luv Alternative: Total Eclipse,3158,7.16,32017,1415,72333,314,130,24
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,2992,7.2,217726,174,419496,4067,134,12
31221,Tantei Team KZ Jiken Note,7291,6.25,4523,3955,11898,17,143,16
873,.hack//Roots,3790,7,28541,1585,61798,273,105,26
28619,Ranpo Kitan: Game of Laplace,5265,6.67,37514,1149,91088,290,142,11
1827,Seirei no Moribito,334,8.19,56869,706,152470,2374,109,26
18465,Genshiken Nidaime,1695,7.51,17851,2152,39426,101,134,13
29758,Taboo Tattoo,8499,5.93,74046,596,175416,161,146,12
34279,Grancrest Senki,2372,7.34,50445,739,145431,623,152,24
10798,UN-GO,1924,7.45,45652,947,114952,601,127,11
37435,Carole & Tuesday,416,8.11,25905,913,119516,983,157,24
30091,Chaos Dragon: Sekiryuu Seneki,9008,5.76,30501,1200,86863,125,142,12
38235,Inazuma Eleven: Orion no Kokuin,3351,7.11,2023,4655,8044,59,155,49
37657,Gakuen Basara,7435,6.21,1780,3878,12455,31,155,12
942,Nishi no Yoki Majo: Astraea Testament,4372,6.85,4697,3666,14222,45,105,13
889,Black Lagoon,432,8.11,269134,108,535415,11133,105,12
34427,Frame Arms Girl,6117,6.49,7154,2752,25342,50,149,12
127,Gate Keepers,3714,7.02,7375,3313,17771,54,81,24
20971,Kiniro no Corda: Blue♪Sky,6035,6.51,7434,3063,20655,40,137,12
1019,Honoo no Mirage,5242,6.67,6007,3395,16917,80,88,13
13331,Jormungand: Perfect Order,599,7.99,70246,862,126224,553,131,12
55,Arc the Lad,5660,6.58,4603,3814,12946,15,77,26
1222,Bokura ga Ita,2016,7.42,74066,618,169858,2059,106,26
1509,Mamotte! Lollipop,4251,6.88,7468,3466,16231,119,106,13
38003,Bungou Stray Dogs 3rd Season,305,8.21,46655,815,132837,1226,157,12
763,Zoids,1889,7.46,18634,2243,36510,253,79,67
34337,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,6931,6.32,2104,5197,6119,39,150,12
1471,City Hunter 2,416,8.12,6252,3694,14115,78,33,63
10161,No.6,1194,7.68,125780,373,255859,6034,126,11
37258,Omae wa Mada Gunma wo Shiranai,10306,5.26,3376,4145,10608,1,153,12
30384,Miss Monochrome: The Animation 2,5725,6.57,7431,3479,16055,10,142,13
32038,Show By Rock!! #,3496,7.08,6141,3190,19094,49,147,12
11341,Tantei Opera Milky Holmes Dai 2 Maku,2720,7.26,6266,3608,14888,62,128,12
33803,Sengoku Choujuu Giga: Kou,8621,5.89,1743,5565,5173,5,147,13
17729,Grisaia no Kajitsu,1247,7.66,175219,263,341537,3022,139,13
20053,Wizard Barristers: Benmashi Cecil,7408,6.22,18644,1896,48125,49,136,12
31173,Akagami no Shirayuki-hime 2nd Season,430,8.11,93961,595,175547,1206,144,12
36023,Persona 5 the Animation,5105,6.7,30055,852,127773,503,153,26
998,Blue Seed,3423,7.09,7690,3056,20783,115,59,26
721,Princess Tutu,354,8.18,41269,995,108072,3854,90,38
354,UG☆Ultimate Girls,9251,5.68,2762,4814,7360,4,100,12
3369,Shoubushi Densetsu Tetsuya,1491,7.58,2122,5329,5777,23,83,20
35079,Kino no Tabi: The Beautiful World - The Animated Series,1365,7.62,43257,968,112863,572,151,12
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,908,7.81,2381,4407,9145,118,72,48
121,Fullmetal Alchemist,282,8.26,559101,34,920413,23757,95,51
12883,Tsuritama,1007,7.76,45841,885,123273,2146,129,12
3358,Kure-nai,1984,7.43,31752,1396,74006,230,113,12
6024,Chi's Sweet Home: Atarashii Ouchi,860,7.83,8045,2988,21610,104,117,104
6633,Queen's Blade: Gyokuza wo Tsugu Mono,5312,6.66,17183,2091,40910,84,119,12
1086,Kenran Butou Sai: The Mars Daybreak,2832,7.23,6288,3364,17077,29,97,26
17651,Genei wo Kakeru Taiyou,6158,6.48,15870,2027,43244,107,134,13
38753,Araburu Kisetsu no Otome-domo yo.,745,7.88,35186,1075,98265,647,158,12
12031,Kingdom,407,8.13,31295,1123,93828,834,130,38
3091,xxxHOLiC Kei,258,8.29,49143,1062,100465,513,113,13
1123,Bouken Ou Beet Excellion,4670,6.78,2768,5156,6203,5,103,25
7655,Major S6,171,8.39,23822,2111,40338,353,121,25
3229,Kimi ga Aruji de Shitsuji ga Ore de,2745,7.25,43004,1161,89447,219,112,13
10162,Usagi Drop,111,8.48,163366,288,321392,5254,126,11
5507,Senjou no Valkyria,1201,7.68,43674,1016,105224,620,117,26
29,Zipang,1618,7.54,4847,3699,14067,135,99,26
22123,Inugami-san to Nekoyama-san,5401,6.64,26517,1736,54711,90,137,12
2508,Genshiken 2,897,7.81,37271,1497,67332,196,111,12
22817,Kindaichi Shounen no Jikenbo Returns,1458,7.59,4298,3903,12244,54,137,25
32729,Orange,1139,7.71,165826,231,364474,3293,146,13
3407,Blassreiter,3795,7,23229,1463,69539,233,113,24
38157,Circlet Princess,8007,6.08,2027,4052,11213,19,156,12
7662,Shinrei Tantei Yakumo,2085,7.41,44324,1045,102457,523,123,13
22831,Abarenbou Rikishi!! Matsutarou,7744,6.14,2637,4843,7233,8,137,23
177,Tsubasa Chronicle,1376,7.62,74561,597,174936,2189,101,26
346,W: Wish,7346,6.24,4463,3848,12660,14,99,13
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,7172,6.27,4732,3426,16628,22,109,13
36784,Hataraku Onii-san!,6803,6.35,1932,5481,5342,11,152,12
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,3026,7.19,12165,2412,32114,107,116,9
60,Chrno Crusade,1065,7.73,83654,581,180410,1987,95,24
2581,Mobile Suit Gundam 00,332,8.19,89722,660,161161,4144,111,25
527,Pokemon,2040,7.42,199166,243,353372,4232,69,276
6973,Senkou no Night Raid,4108,6.92,9803,2269,35938,47,121,13
957,Saiunkoku Monogatari,561,8.02,25442,1466,69518,1126,105,39
1,Cowboy Bebop,26,8.81,448185,38,892754,47891,73,26
1561,Lovedol: Lovely Idol,7267,6.24,2298,4909,6937,10,107,12
1214,Binbou Shimai Monogatari,4078,6.92,5211,3496,15968,22,106,10
4186,Chrome Shelled Regios,1858,7.46,77389,707,152504,1025,116,24
10080,Kami nomi zo Shiru Sekai II,533,8.03,172558,344,275950,945,125,12
291,D.C.S.S: Da Capo Second Season,3510,7.07,13409,2602,28132,38,102,26
35203,Isekai wa Smartphone to Tomo ni.,5200,6.68,119834,446,224141,1636,150,12
1485,Akachan to Boku,640,7.94,5069,3750,13567,108,66,35
38101,5-toubun no Hanayome,1210,7.67,96324,556,188633,2653,156,12
36840,25-sai no Joshikousei,9414,5.62,6193,2970,22097,112,152,12
4477,Nodame Cantabile: Paris-hen,317,8.2,59220,1105,95370,290,115,11
6919,X-Men,6374,6.44,9156,3134,19839,32,125,12
14653,Hayate no Gotoku! Can't Take My Eyes Off You,3432,7.09,19326,2085,41082,66,131,12
22319,Tokyo Ghoul,639,7.95,827291,6,1286219,34654,138,12
709,Mujin Wakusei Survive,1052,7.74,6736,3198,18999,215,95,52
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,2323,7.35,42787,1234,84439,193,142,10
1371,Hi no Tori,2964,7.2,1641,5185,6185,27,97,13
35376,Himouto! Umaru-chan R,1830,7.47,53783,880,124114,379,151,12
5032,Cobra The Animation,3133,7.16,2315,5212,6096,19,120,13
31223,Phantasy Star Online 2 The Animation,6413,6.43,20070,1849,50115,97,144,12
621,Night Walker: Mayonaka no Tantei,3723,7.02,5524,3643,14499,86,74,12
28155,Yoru no Yatterman,5911,6.54,10215,2630,27543,30,140,12
9936,Maken-Ki!,5737,6.57,81485,605,172472,304,127,12
7103,Miracle☆Train: Oedo-sen e Youkoso,5545,6.61,5549,3454,16367,38,119,13
90,Mobile Suit Gundam Wing,905,7.81,64937,954,114540,2355,61,49
3231,Gunslinger Girl: Il Teatrino,2834,7.23,21509,1878,48711,118,112,13
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,915,7.8,450909,59,748370,8369,141,13
2002,Heroic Age,1391,7.61,36524,1210,86084,632,109,26
27831,Durarara!!x2 Ten,482,8.07,122282,402,240372,670,142,12
36309,Butlers: Chitose Momotose Monogatari,9131,5.72,3348,3306,17890,42,153,12
2762,Igano Kabamaru,598,7.99,2998,4755,7593,108,15,24
2596,Shinreigari,1708,7.51,32949,1015,105497,668,111,22
20509,Fate/kaleid liner Prisma☆Illya 2wei!,2103,7.4,53190,1057,101337,226,138,10
13139,Gakkatsu!,5862,6.54,2016,5128,6295,8,129,25
3731,Itazura na Kiss,1253,7.66,101110,539,193079,2823,113,25
32214,Koukaku no Pandora,5680,6.58,11646,2261,36186,80,144,12
30651,Itoshi no Muco,4454,6.83,1929,5278,5904,27,143,25
2116,Captain Tsubasa,2276,7.36,31966,1744,54311,359,15,128
2985,Majin Tantei Nougami Neuro,1174,7.69,21810,1742,54335,569,111,25
840,Narue no Sekai,5403,6.64,5803,3635,14576,24,93,12
6875,Iron Man,7627,6.17,9421,2986,21786,24,123,12
30795,Bakuon!!,6012,6.51,17045,1948,46240,83,145,12
12461,Hiiro no Kakera,4331,6.86,32138,1311,79776,387,129,13
31414,Nijiiro Days,1878,7.46,50940,893,121518,520,144,24
20,Naruto,672,7.93,793904,9,1223497,44894,91,220
11079,Kill Me Baby,4102,6.92,32578,1281,82304,367,128,13
19365,Samurai Flamenco,4010,6.95,36799,1032,103615,790,135,22
17873,Pokemon Best Wishes! Season 2: Decolora Adventure,6416,6.43,11138,2994,21679,23,133,20
532,Bishoujo Senshi Sailor Moon S,690,7.91,50091,1146,91399,1193,57,38
4039,Golgo 13 (TV),1477,7.58,7097,2585,28430,173,113,50
38707,RobiHachi,5686,6.58,4674,3115,20087,52,157,12
579,Battle Programmer Shirase,3794,7,13325,2619,27738,94,95,15
2619,Spider Riders: Oracle no Yuusha-tachi,5163,6.69,2387,5363,5653,19,105,26
24765,Gakkougurashi!,1189,7.68,126279,357,264464,3398,142,12
182,Tenkuu no Escaflowne,1006,7.76,50409,969,112736,1957,65,26
33089,Kemono Friends,1254,7.66,22201,1650,58359,938,148,12
2942,Sketchbook: Full Color's,2046,7.42,7016,2939,22518,160,111,13
22537,Yami Shibai 2,5856,6.55,17449,2506,30009,21,138,13
5226,Souten Kouro,2396,7.34,3087,3702,14021,38,117,26
28927,Owari no Seraph: Nagoya Kessen-hen,999,7.76,223930,208,386417,1990,143,12
16355,Dansai Bunri no Crime Edge,4679,6.78,35028,1256,83586,146,133,13
174,Tenjou Tenge,3698,7.03,69472,773,138655,607,97,24
2451,Space Cobra,795,7.87,4057,3835,12779,172,11,31
34474,Tsukipro The Animation,4721,6.78,2129,4123,10754,92,151,13
15613,Hakkenden: Touhou Hakken Ibun,1661,7.52,31724,1250,83913,620,132,13
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,6191,6.48,5707,4039,11276,7,141,12
1534,Futari wa Precure: Splash☆Star,2920,7.21,2961,4644,8081,60,104,49
10109,Softenni,5809,6.56,6792,3164,19405,21,125,12
37998,Girly Air Force,6499,6.41,11504,2309,34785,108,156,12
10671,Morita-san wa Mukuchi.,5742,6.57,8616,3192,19075,14,126,13
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,78,8.57,208743,285,324313,7979,140,24
2156,Bakugan Battle Brawlers,6581,6.39,31128,1795,52188,204,109,52
37141,Hataraku Saibou,920,7.8,96761,396,242496,1206,154,13
162,Pita Ten,3727,7.02,8211,3205,18867,97,89,26
12875,Ginga e Kickoff!!,2421,7.33,7052,3385,17001,76,129,39
577,Kagi Hime Monogatari: Eikyuu Alice Rondo,7142,6.27,1989,4953,6805,19,104,13
229,Ninin ga Shinobuden,3885,6.98,12930,2615,27824,134,98,12
20057,Space☆Dandy,737,7.89,89174,501,208069,3423,136,13
37245,Gundam Build Divers,6396,6.43,4578,3671,14308,30,153,25
37520,Dororo,272,8.27,135827,253,350006,5004,156,24
57,Beck,200,8.35,96417,484,213051,6291,99,26
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,3051,7.18,3486,4400,9225,27,115,13
34392,One Room,9176,5.71,23605,1576,62225,85,148,12
33314,Digimon Universe: Appli Monsters,4678,6.78,2370,4473,8865,73,147,52
98,Mai-HiME,1669,7.52,43275,1129,93268,1228,99,26
9065,Hakuouki Hekketsuroku,1153,7.7,31591,1523,65992,538,123,10
33417,Super Lovers 2,1322,7.64,19453,2019,43439,295,148,10
5397,Usavich III,3153,7.16,2341,6363,3662,4,115,13
32961,Regalia: The Three Sacred Stars,8225,6.02,5101,2855,23886,27,146,13
6918,Wolverine,7607,6.18,8532,3184,19144,15,124,12
