ID,Title,Rank,Score,ScoredBy,Popularity,Members,Favorites,Season,Episodes
23333,DRAMAtical Murder,7266,6.25,45395,956,114232,620,138,12
20047,Sakura Trick,3322,7.12,77703,610,171534,1296,136,12
308,Zettai Shounen,3857,6.99,2786,3596,15030,55,101,26
24833,Ansatsu Kyoushitsu,309,8.2,426168,54,781734,14324,140,22
11239,Hidamari Sketch x Honeycomb,614,7.97,7530,3363,17191,124,131,12
38004,Strike Witches: 501 Butai Hasshin Shimasu!,6190,6.48,1997,4291,9801,22,157,12
17,Hungry Heart: Wild Striker,1251,7.66,9651,3281,18046,213,91,52
15809,Hataraku Maou-sama!,668,7.93,472380,55,776200,8041,133,13
37940,Yatogame-chan Kansatsu Nikki,7307,6.25,5868,3662,14414,8,157,12
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,1506,7.57,86062,579,180754,1394,146,12
38993,Karakai Jouzu no Takagi-san 2,161,8.4,23092,1288,81610,838,158,12
26,Texhnolyze,1032,7.75,34640,716,150579,3101,93,22
37259,Hanebado!,3473,7.08,43521,1065,99788,275,154,13
6165,White Album 2nd Season,4080,6.93,14393,2324,34541,52,119,13
589,Ginga Nagareboshi Gin,434,8.11,7517,3379,17062,657,25,21
34088,Chiruran: Nibun no Ichi,9188,5.7,2373,5186,6169,8,148,12
37430,Tensei shitara Slime Datta Ken,338,8.19,201006,187,402417,6953,155,24
30503,Noragami Aragoto,177,8.38,425138,63,717487,8767,143,13
33797,ID-0,5084,6.7,5584,3630,14636,18,149,12
29787,Gochuumon wa Usagi Desu ka??,678,7.92,34353,1347,77578,691,143,12
31174,Osomatsu-san,438,8.11,40303,953,114496,3255,143,25
7791,K-On!!,388,8.15,207131,212,383469,8685,121,26
37509,W'z,9096,5.74,2992,3500,15974,39,156,13
114,Sakigake!! Cromartie Koukou,610,7.98,38071,1080,97473,1444,95,26
28387,Joukamachi no Dandelion,2593,7.29,44445,970,112575,334,142,12
1356,Hokuto no Ken 2,1453,7.59,8048,3194,19042,104,29,43
8915,Dantalian no Shoka,2535,7.3,44884,963,113446,486,126,12
5682,Phantom: Requiem for the Phantom,491,8.07,92171,425,230846,3974,117,26
2142,Blue Dragon,6057,6.5,16286,2293,35198,105,109,51
2288,Akihabara Dennou-gumi,5373,6.64,1905,5523,5257,24,73,26
37976,Zombieland Saga,1183,7.69,94393,480,214515,1590,155,12
3594,Tears to Tiara,2762,7.25,24119,1556,63066,178,117,26
33003,Mahou Shoujo Ikusei Keikaku,3441,7.09,43774,1005,107008,515,147,12
37555,Hangyakusei Million Arthur,7119,6.28,2665,3318,17724,29,155,10
943,Yume Tsukai,6142,6.49,1957,4906,7015,11,105,12
17741,Kimi no Iru Machi,3481,7.08,42573,1053,101772,473,134,12
28977,Gintama°,7,9.06,94783,351,269283,7296,141,51
27741,Shounen Hollywood: Holly Stage for 50,5417,6.64,1519,5619,5052,12,140,13
36828,Caligula,7656,6.16,15523,1703,56083,88,153,12
5671,Saki,1603,7.54,28943,1432,71455,788,117,25
38610,Tejina-senpai,5115,6.7,29408,1117,94037,235,158,12
6444,Tegamibachi,1167,7.7,33902,1131,93058,738,119,25
1557,Shounen Onmyouji,1291,7.65,15638,2024,43393,284,107,26
35589,Toji no Miko,4037,6.94,12619,1790,52239,180,152,24
21405,Bokura wa Minna Kawai-sou,913,7.8,131702,379,252653,1737,137,12
2105,Touka Gettan,5449,6.63,3132,3430,16425,51,109,26
473,Tide-Line Blue,5113,6.7,2379,5318,5802,8,102,12
916,Tokkou,5370,6.65,18050,2235,37098,116,105,13
1005,Star Ocean EX,5332,6.65,4861,4129,10574,31,85,26
14237,Busou Shinki,6739,6.36,10616,2450,31119,42,131,12
27631,God Eater,1938,7.44,146657,268,336196,1662,142,13
24455,Madan no Ou to Vanadis,2598,7.29,107549,493,211512,775,139,13
14827,D.C.III: Da Capo III,5235,6.67,8651,2934,22672,43,132,13
14741,Chuunibyou demo Koi ga Shitai!,801,7.86,388827,67,690205,14393,131,12
34839,Sanrio Danshi,5348,6.65,8135,2614,27692,91,152,12
2012,Jigoku Sensei Nube,1363,7.62,3826,3822,12867,92,65,49
35078,Mitsuboshi Colors,1762,7.49,18292,1666,57654,228,152,12
1542,Brain Powerd,7703,6.15,1811,4918,6997,18,73,26
33341,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,5756,6.57,4185,3778,13327,11,146,12
3668,Telepathy Shoujo Ran,5205,6.68,1936,4770,7487,5,114,26
33668,Soushin Shoujo Matoi,4814,6.76,6261,3071,20484,27,147,12
23259,Gundam: G no Reconguista,8929,5.79,7532,2967,22157,48,139,26
10397,Mashiro-iro Symphony: The Color of Lovers,2894,7.22,56218,967,112991,460,127,12
521,Mermaid Melody Pichi Pichi Pitch,3312,7.12,23250,1934,46904,719,93,52
34542,Inuyashiki,899,7.81,132403,330,280775,1694,151,11
263,Hajime no Ippo,31,8.77,141613,319,289041,12815,83,75
148,Kita e.: Diamond Dust Drops,5147,6.69,2044,4863,7151,8,96,12
10808,Mobile Suit Gundam AGE,5845,6.55,9812,2894,23287,50,127,49
32105,Sousei no Onmyouji,2050,7.42,93844,335,279356,2342,145,50
16512,Devil Survivor 2 The Animation,3830,6.99,62882,791,135956,511,133,13
5112,Akikan!,7066,6.29,48770,1079,97577,134,116,12
930,Densetsu Kyojin Ideon,3800,7,1967,4328,9598,65,1,39
36198,"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.",9377,5.64,11719,2194,38368,115,151,12
591,Amaenaide yo!!,5659,6.58,28665,1620,60109,89,102,12
10321,Uta no☆Prince-sama♪ Maji Love 1000%,2723,7.26,69839,748,143170,1726,126,13
6547,Angel Beats!,280,8.26,748732,10,1205770,40543,121,13
27829,Heavy Object,2323,7.35,41088,989,109270,366,143,24
3907,Ginga Sengoku Gunyuuden Rai,515,8.04,3225,4373,9336,62,57,52
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,1779,7.48,119162,475,215726,652,139,13
5141,Taishou Yakyuu Musume.,2221,7.38,5428,3525,15760,27,118,12
3420,Shigofumi,1645,7.53,25646,1450,70198,318,112,12
2558,Wakakusa Monogatari: Nan to Jo-sensei,1206,7.68,1710,6110,4101,20,52,40
1136,Betterman,5183,6.68,3007,4091,10980,65,77,26
65,Rozen Maiden: Träumend,1111,7.72,49740,1198,87016,485,103,12
336,Ginyuu Mokushiroku Meine Liebe,6058,6.5,3239,4096,10856,29,99,13
3577,Kyouran Kazoku Nikki,2475,7.32,8884,2763,25191,113,113,26
2494,Goshuushou-sama Ninomiya-kun,4579,6.8,41155,1308,79853,163,111,12
37510,Mob Psycho 100 II,20,8.92,203029,205,392003,9206,156,13
1226,Seihou Tenshi Angel Links,8225,6.01,2127,5044,6545,2,77,13
16157,Choujigen Game Neptune The Animation,3338,7.11,43540,937,116101,1244,134,12
1535,Death Note,51,8.66,1220360,1,1792015,105027,107,37
776,Nanaka 6/17,5160,6.69,2856,4906,7022,16,92,12
287,Grappler Baki (TV),1756,7.49,25139,1815,51371,376,84,24
105,Boys Be...,6016,6.51,7351,3273,18174,40,81,13
26243,Owari no Seraph,1428,7.6,337683,81,625800,7916,141,12
1482,D.Gray-man,401,8.13,189201,132,483891,12955,107,103
15699,Haiyore! Nyaruko-san W,2236,7.37,64686,864,125870,272,133,12
2367,Moetan,6150,6.48,7613,2877,23327,67,110,12
3166,Ayakashi,6386,6.43,10654,2792,24712,27,112,12
5690,Nodame Cantabile: Finale,222,8.32,53226,1095,96082,392,120,11
28623,Koutetsujou no Kabaneri,2552,7.3,247669,141,464528,2261,145,12
48,.hack//Sign,3502,7.07,65509,756,141861,1268,89,26
19919,Tesagure! Bukatsumono,4658,6.79,1933,4344,9361,46,135,12
39199,Katsute Kami Datta Kemono-tachi e,5634,6.59,17641,1576,62090,129,158,12
25429,Isuca,7759,6.14,46980,1033,103631,87,140,10
33840,Kabuki-bu!,5386,6.64,3800,3589,14983,18,149,12
32013,Oshiete! Galko-chan,3061,7.18,47489,1023,104658,391,144,12
36976,Cutie Honey Universe,9752,5.5,2747,3719,13847,12,153,12
34964,Killing Bites,4649,6.79,38998,1089,96662,289,152,12
37990,Gurazeni Season 2,4538,6.81,1526,6882,3017,2,155,12
170,Slam Dunk,92,8.53,65552,744,143811,4113,55,101
8449,Togainu no Chi,6727,6.37,28173,1490,67793,373,123,12
31559,Prince of Stride: Alternative,3774,7.01,52488,917,119159,566,144,12
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,8851,5.82,26201,1026,104373,315,158,12
32792,Mobile Suit Gundam Unicorn RE:0096,1463,7.59,7537,3159,19531,92,145,22
21431,Gokukoku no Brynhildr,3679,7.03,120763,404,239867,977,137,13
31560,Miss Monochrome: The Animation 3,5538,6.61,5367,4022,11370,5,143,13
38251,"Sono Toki, Kanojo wa.",9168,5.71,2177,4004,11487,6,155,12
17549,Non Non Biyori,587,8,98902,416,233640,3876,135,12
1594,Jigoku Shoujo Futakomori,566,8.01,49325,959,113754,675,107,26
17513,Diabolik Lovers,9331,5.65,94233,591,177228,1556,135,12
2167,Clannad,362,8.17,478340,44,863225,24864,111,23
348,Binzume Yousei,6060,6.5,6328,3584,15165,48,95,13
35180,3-gatsu no Lion 2nd Season,9,9.02,69179,687,156218,5745,151,22
34209,Meiji Tokyo Renka,3813,7,5339,3250,18421,110,156,12
3613,Toshokan Sensou,1610,7.54,20542,1760,53541,359,113,12
11123,Sekaiichi Hatsukoi 2,372,8.17,59683,1048,102207,778,127,12
35639,Just Because!,2240,7.37,65817,619,169866,829,151,12
31251,Mobile Suit Gundam: Iron-Blooded Orphans,538,8.03,59441,876,124410,1586,143,25
36245,Evil or Live,8354,5.97,17467,1900,47960,65,151,12
928,Transformers Galaxy Force,5068,6.71,2055,6227,3919,18,100,52
35788,Shokugeki no Souma: San no Sara,155,8.41,217769,198,394749,2304,151,12
21743,Donten ni Warau,1447,7.59,32729,1201,86879,632,139,12
37561,Akanesasu Shoujo,5713,6.57,6925,2805,24497,50,155,12
37254,Last Period: Owarinaki Rasen no Monogatari,5941,6.53,6010,2751,25365,20,153,12
34866,Yu☆Gi☆Oh! VRAINS,3974,6.97,4051,2850,23937,183,149,120
21407,Happiness Charge Precure!,4290,6.87,2452,4797,7408,48,136,49
35994,Satsuriku no Tenshi,4180,6.9,77424,477,215890,2726,154,12
21067,Strange+,8197,6.03,10609,2707,26053,16,136,12
2034,Lovely★Complex,392,8.15,179155,254,348036,7559,109,24
32608,Endride,9012,5.76,12199,1750,54058,58,145,24
2993,Rosario to Vampire,3777,7.01,259962,154,445933,3411,112,13
35849,Darling in the FranXX,1692,7.51,281640,104,541513,12549,152,24
1189,Eden's Bowy,5593,6.59,1833,5569,5096,7,77,26
32681,Uchuu Patrol Luluco,1270,7.66,52820,1013,106056,936,145,13
996,Bishoujo Senshi Sailor Moon: Sailor Stars,594,7.99,36811,1441,71027,989,65,34
2014,Taiho Shichau zo: Second Season,1773,7.49,2888,4846,7232,7,85,26
1374,Kyoushoku Soukou Guyver (2005),2435,7.33,7004,3449,16391,148,102,26
6609,Pucca,5749,6.57,4289,4646,8087,16,107,26
11615,Morita-san wa Mukuchi. 2,5002,6.72,6009,4097,10865,4,127,13
32555,Stella no Mahou,4146,6.91,9979,2509,29964,43,147,12
119,Final Approach,5483,6.62,15223,2520,29715,45,99,13
682,Otogi Story Tenshi no Shippo,5454,6.63,4549,3997,11580,26,87,12
856,Utawarerumono,1117,7.72,50077,873,124679,1072,105,26
